name,split,t_s,sonar_m,pred_m,residual_m,abs_residual_m,psnr_db,render_ms
f024305,train,972.2,0.148,1.568460504606126,1.420460504606126,1.420460504606126,38.245975494384766,4.008054733276367
f024310,train,972.4,0.145,1.5565723445909228,1.4115723445909227,1.4115723445909227,38.410850524902344,4.004955291748047
f024315,train,972.6,0.134,1.4888799706584606,1.3548799706584607,1.3548799706584607,38.30625534057617,3.511667251586914
f024320,train,972.8,0.151,1.4897605544018522,1.3387605544018522,1.3387605544018522,38.83122634887695,4.004240036010742
f024325,train,973.0,0.151,1.4855178332860466,1.3345178332860466,1.3345178332860466,38.37055969238281,5.01561164855957
f024330,train,973.2,0.128,1.4405407637297405,1.3125407637297406,1.3125407637297406,37.678646087646484,4.0149688720703125
f024335,test,973.4,0.119,1.4665865684084387,1.3475865684084387,1.3475865684084387,37.78688430786133,4.038810729980469
f024340,train,973.6,0.118,1.4452588234359867,1.3272588234359866,1.3272588234359866,38.71357727050781,5.515336990356445
f024345,train,973.8,0.118,1.3718733420113365,1.2538733420113366,1.2538733420113366,38.59085464477539,4.52733039855957
f024350,train,974.0,0.124,1.3746189477924333,1.2506189477924332,1.2506189477924332,39.240936279296875,4.049539566040039
f024355,train,974.2,0.129,1.375489134901556,1.246489134901556,1.246489134901556,39.62823486328125,4.502773284912109
f024360,train,974.4,0.131,1.4599396535659122,1.3289396535659121,1.3289396535659121,38.87425994873047,3.503084182739258
f024365,train,974.6,0.133,1.5600253686693641,1.4270253686693641,1.4270253686693641,39.632965087890625,4.514455795288086
f024370,train,974.8,0.132,1.5976908095405378,1.4656908095405377,1.4656908095405377,39.50166320800781,4.002571105957031
f024375,test,975.0,0.132,1.641458851143971,1.5094588511439708,1.5094588511439708,38.74893569946289,3.696918487548828
f024380,train,975.2,0.147,1.6824230434560488,1.5354230434560487,1.5354230434560487,40.102264404296875,4.511117935180664
f024385,train,975.4,0.136,1.662499850235783,1.526499850235783,1.526499850235783,40.019439697265625,3.512144088745117
f024390,train,975.6,0.143,1.6966808535421765,1.5536808535421764,1.5536808535421764,38.47663879394531,2.997159957885742
f024395,train,975.8,0.152,1.6741009289950477,1.5221009289950478,1.5221009289950478,38.420570373535156,4.997491836547852
f024400,train,976.0,0.152,1.7288722987831717,1.5768722987831718,1.5768722987831718,37.58070755004883,4.507541656494141
f024405,train,976.2,0.154,1.786580773648118,1.6325807736481182,1.6325807736481182,36.30303955078125,4.510402679443359
f024410,train,976.4,0.151,2.0221833744842983,1.8711833744842983,1.8711833744842983,37.062408447265625,4.005193710327148
